Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
09/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.751,3.777,7.313,6.366,5.839,3.877,7.897,6.414,152,550
10/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.585,3.688,7.288,6.278,5.823,3.994,7.87,6.461,160,553
11/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.585,3.688,7.288,6.278,5.85,4.145,8.012,6.605,160,557
12/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.342,3.384,7.179,6.087,5.768,4.038,7.917,6.538,180,545
13/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.842,3.86,7.787,6.695,5.923,4.224,8.217,6.792,155,551
14/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.822,4.02,8.066,6.642,5.743,4.064,7.71,6.482,184,540
15/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.302,4.078,8.681,7.077,5.628,3.78,7.712,6.326,145,545
16/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.886,4.078,7.787,6.265,5.564,3.672,7.424,6.065,117,504
17/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.573,3.392,7.581,5.888,5.574,3.644,7.549,6.085,150,522
18/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.573,3.392,7.581,5.812,5.463,3.646,7.512,6.041,122,517
19/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.573,3.453,7.581,5.884,5.272,3.747,7.216,5.858,150,509
20/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.317,3.384,7.357,5.492,5.257,3.788,7.305,5.935,129,518
21/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.317,3.384,7.357,5.528,5.156,3.762,7.1,5.826,136,500
22/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.317,3.384,7.357,5.528,5.126,3.751,6.896,5.758,136,513
23/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.095,3.475,6.374,5.259,4.971,3.635,6.438,5.474,166,498
24/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.801,3.444,6.139,5.162,4.974,3.618,6.543,5.527,155,513
25/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.647,2.972,6.148,5.026,4.528,3.161,6.119,5.132,167,507
26/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.6,2.914,6.132,4.932,4.564,3.256,6.087,5.148,197,509
27/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.647,3.044,6.139,5.025,4.308,3.122,6.012,4.947,177,510
28/02/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.647,3.044,6.139,5.024,4.11,2.967,5.823,4.695,178,499
01/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.199,2.624,5.718,4.472,4.044,2.89,5.761,4.652,149,506
02/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.199,2.624,5.718,4.472,4.141,3.013,5.749,4.714,149,493
03/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.199,2.624,5.718,4.472,4.083,2.901,5.634,4.625,149,541
04/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.982,2.749,5.214,4.338,3.972,2.888,5.458,4.544,155,544
05/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.861,2.564,5.214,4.238,3.923,2.878,5.362,4.475,187,563
06/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.776,2.415,5.098,4.023,3.846,2.723,5.323,4.391,159,534
07/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.776,2.415,5.098,4.023,3.679,2.7,4.951,4.078,159,499
08/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.756,2.415,5.027,3.927,3.512,2.577,4.786,3.903,152,471
09/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.756,2.415,5.027,3.927,3.552,2.623,4.766,3.92,152,424
10/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.044,2.282,4.399,3.629,3.397,2.486,4.55,3.755,122,439
11/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.848,2.537,5.087,4.076,3.552,2.521,4.662,3.806,149,430
12/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.982,2.804,4.919,4.083,3.612,2.438,4.705,3.808,129,446
13/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.791,2.252,4.784,3.831,3.358,2.2,4.502,3.571,120,441
14/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.791,2.313,4.955,4.227,3.481,2.279,4.649,3.72,147,447
15/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.819,2.313,4.955,4.228,3.579,2.288,4.65,3.761,146,450
16/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.848,2.415,5.123,4.206,3.331,2.109,4.61,3.583,171,438
17/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.848,2.415,5.123,4.206,3.335,2.097,4.665,3.594,171,445
18/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.051,2.537,5.571,4.425,3.435,2.135,4.776,3.625,193,433
19/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.538,2.691,6.297,4.726,3.481,2.139,4.855,3.593,154,436
20/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.619,2.882,6.392,4.895,3.316,2.09,4.693,3.535,122,393
21/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.538,2.614,6.283,4.701,3.119,1.972,4.293,3.278,152,435
22/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.538,2.614,6.283,4.701,3.115,1.971,4.304,3.278,152,459
23/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.476,2.614,6.178,4.649,3.177,2.065,4.408,3.341,179,489
24/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.476,2.614,6.178,4.649,3.034,2.016,4.193,3.227,179,525
25/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.3,2.614,5.716,4.561,3.079,2.113,4.243,3.324,200,505
26/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.781,2.154,5.665,4.373,2.882,1.975,4.111,3.207,173,514
27/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.462,2.691,6.392,4.723,3.215,2.193,4.482,3.474,200,501
28/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.831,3.363,6.753,5.086,3.281,2.341,4.532,3.575,180,516
29/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.462,3.027,6.392,4.649,3.39,2.374,4.663,3.742,171,510
30/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.538,3.027,6.392,4.688,3.54,2.453,5.013,3.894,191,513
31/03/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.621,3.363,6.548,4.895,3.72,2.659,5.131,4.099,188,514
01/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.649,3.363,6.497,4.865,3.854,2.806,5.247,4.189,213,503
02/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.462,3.363,6.333,4.713,3.9,2.903,5.531,4.298,191,509
03/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.195,3.045,5.697,4.406,4.011,2.916,5.524,4.378,220,495
04/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.195,3.045,5.697,4.406,4.111,2.911,5.583,4.416,220,542
05/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.207,3.453,5.594,4.511,4.222,3.122,5.811,4.619,230,543
06/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.207,3.45,5.624,4.587,4.255,3.103,5.877,4.635,262,561
07/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.285,3.461,5.71,4.696,4.438,3.225,5.966,4.754,245,555
08/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.3,3.461,5.807,4.8,4.665,3.432,6.133,4.986,273,550
09/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.523,3.48,6.1,4.916,4.679,3.373,6.2,4.971,269,561
10/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.547,3.481,6.1,4.935,4.733,3.399,6.224,5.012,290,540
11/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.258,3.421,5.619,4.76,4.541,3.234,6.11,4.901,263,553
12/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.588,3.52,6.154,5,4.559,3.222,6.145,4.899,293,542
13/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.643,3.59,6.226,5.101,4.577,3.227,6.182,4.864,292,557
14/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.643,3.781,6.154,5.063,4.549,3.25,6.098,4.821,303,553
15/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.635,3.719,5.968,4.974,4.468,3.287,5.953,4.753,290,559
16/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.606,3.637,5.968,4.961,4.363,3.191,5.801,4.693,270,559
17/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.633,3.719,6.064,5.02,4.489,3.32,5.941,4.815,296,548
18/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.061,3.936,6.282,5.355,4.567,3.363,5.95,4.866,267,557
19/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.391,4.111,7.016,5.884,4.691,3.439,6.146,5.06,296,546
20/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.704,4.39,7.795,6.183,4.654,3.417,6.223,5.008,256,551
21/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.711,4.411,7.784,6.198,4.661,3.502,6.251,5.047,224,509
22/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.607,4.246,7.268,5.963,4.688,3.529,6.156,5.05,245,528
23/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.616,4.31,7.144,5.941,4.532,3.479,5.976,4.911,227,522
24/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.511,4.256,7.192,5.918,4.629,3.559,6.083,5.009,235,515
25/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.616,4.284,7.427,6.043,4.581,3.517,6.027,4.968,231,525
26/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.616,4.284,7.427,6.043,4.816,3.731,6.277,5.185,231,503
27/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.391,3.975,7.94,6.033,4.828,3.782,6.385,5.273,200,513
28/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.036,4.411,7.94,6.27,5.013,3.851,6.528,5.405,213,503
29/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.507,4.721,8.405,6.602,5.2,3.936,6.857,5.563,199,518
30/04/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.608,4.798,8.405,6.641,5.397,4.136,6.942,5.769,219,512
01/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.684,4.85,8.441,6.884,5.541,4.242,7.02,5.884,243,519
02/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.93,5.106,8.644,7.277,5.528,4.266,7.042,5.901,240,522
03/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.889,5.176,8.582,7.217,5.673,4.424,7.282,6.082,261,509
04/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.633,5.09,8.322,6.896,5.716,4.526,7.26,6.136,232,516
05/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.757,5.488,8.441,7.045,5.915,4.73,7.426,6.33,261,503
06/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.757,5.488,8.441,7.045,6.006,4.781,7.503,6.398,261,551
07/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.682,5.484,8.396,7.089,6.091,4.905,7.634,6.523,265,553
08/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.684,5.501,8.493,7.207,6.186,5.095,7.752,6.68,276,570
09/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.827,5.721,8.574,7.339,6.288,5.154,7.778,6.721,258,564
10/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.827,5.726,8.503,7.31,6.487,5.304,7.948,6.893,245,557
11/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.827,5.715,8.572,7.365,6.229,5.116,7.726,6.699,262,567
12/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.827,5.661,8.501,7.309,6.235,5.116,7.677,6.709,283,548
13/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.777,5.571,8.658,7.398,6.228,5.12,7.666,6.688,253,558
14/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.777,5.571,8.658,7.402,6.258,5.09,7.596,6.683,236,547
15/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.035,5.61,9.052,7.598,6.296,5.074,7.601,6.659,223,561
16/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.442,8.739,7.322,6.323,5.111,7.637,6.636,223,555
17/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.637,5.41,8.512,7.051,6.253,5.063,7.524,6.556,230,559
18/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.799,5.436,8.947,7.457,6.121,4.93,7.502,6.473,232,561
19/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.035,5.463,9.125,7.614,6.263,4.915,7.654,6.578,259,550
20/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.817,5.273,9.444,7.619,6.155,4.834,7.596,6.488,230,557
21/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.63,5.328,8.409,7.331,6.161,4.912,7.518,6.48,259,545
22/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],7.035,5.592,9.051,7.649,6.25,4.955,7.623,6.529,224,549
23/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.987,5.462,8.723,7.557,6.29,4.995,7.597,6.576,203,552
24/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.63,5.186,8.414,7.257,6.248,4.956,7.557,6.558,220,569
25/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.773,5.273,8.882,7.411,6.233,4.976,7.608,6.568,226,564
26/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.817,5.41,9.121,7.571,6.303,5.131,7.665,6.672,235,560
27/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.791,5.419,9.195,7.605,6.204,5.054,7.62,6.57,231,572
28/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.63,5.207,8.586,7.388,6.193,4.987,7.56,6.552,251,551
29/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.63,5.207,8.586,7.388,6.197,4.933,7.535,6.497,251,561
30/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.054,4.383,7.783,6.667,6.108,4.791,7.406,6.38,262,551
31/05/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.053,4.151,7.477,6.569,6.11,4.743,7.309,6.37,250,566
01/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.054,4.194,7.531,6.592,6.142,4.841,7.405,6.465,233,558
02/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.053,4.124,7.477,6.302,6.172,4.941,7.399,6.463,239,564
03/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.053,4.114,7.477,6.25,5.979,4.688,7.147,6.2,237,567
04/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.168,4.264,7.477,6.347,6.028,4.728,7.189,6.259,263,557
05/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.983,3.744,8.32,6.366,5.916,4.605,7.319,6.235,234,563
06/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.543,4.264,9.028,6.871,6.031,4.601,7.444,6.317,262,549
07/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.543,4.264,9.028,6.871,5.917,4.572,7.337,6.195,262,552
08/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.194,4.264,8.581,6.686,5.832,4.507,7.307,6.152,270,553
09/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.011,4.264,8.224,6.488,5.717,4.388,7.271,6.055,291,572
10/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.995,4.235,7.787,6.28,5.821,4.475,7.163,6.073,274,566
11/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.011,4.297,7.879,6.319,5.883,4.534,7.253,6.147,283,558
12/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.053,4.297,8.145,6.391,5.879,4.564,7.348,6.184,278,569
13/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.932,3.993,7.855,6.14,5.822,4.467,7.276,6.053,297,547
14/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.385,4.54,8.379,6.677,5.963,4.661,7.313,6.193,270,558
15/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.757,3.993,7.855,6.199,5.775,4.482,7.186,6.073,284,546
16/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.699,3.883,7.787,6.151,5.635,4.315,7.098,5.977,289,564
17/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.507,3.738,7.459,5.89,5.577,4.27,7.033,5.917,289,558
18/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.197,3.656,7.036,5.627,5.587,4.386,7.002,5.961,294,560
19/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.855,3.566,6.624,5.43,5.44,4.301,6.829,5.88,286,560
20/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.799,3.475,6.525,5.386,5.319,4.248,6.659,5.755,293,549
21/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.297,3.229,5.683,4.692,5.237,4.242,6.374,5.58,265,555
22/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.297,3.229,5.683,4.692,5.183,4.228,6.369,5.546,265,542
23/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.066,3.137,5.712,4.685,5.146,4.202,6.317,5.509,233,546
24/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.883,3.132,5.712,4.655,5.132,4.249,6.338,5.532,202,549
25/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.8,3.091,5.623,4.522,4.967,4.137,6.23,5.403,225,567
26/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.775,3.088,5.447,4.347,4.899,4.071,6.108,5.31,206,561
27/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.777,3.091,5.483,4.457,4.735,3.876,5.966,5.159,218,553
28/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.889,3.145,5.683,4.636,4.723,3.761,5.846,5.112,208,565
29/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.066,3.167,5.639,4.633,4.582,3.644,5.656,4.91,222,543
30/06/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.607,3.278,6.135,4.99,4.65,3.66,5.669,4.947,191,555
01/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.286,3.349,5.478,4.68,4.533,3.612,5.518,4.861,203,543
02/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.308,3.548,5.512,4.716,4.583,3.638,5.549,4.884,192,559
03/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.308,3.548,5.483,4.715,4.412,3.547,5.421,4.746,179,554
04/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.397,3.509,5.512,4.751,4.395,3.507,5.41,4.703,183,560
05/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.567,3.621,5.514,4.811,4.363,3.513,5.472,4.699,179,563
06/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.286,3.467,5.478,4.686,4.098,3.29,5.253,4.491,195,552
07/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.286,3.467,5.478,4.686,4.096,3.267,5.297,4.506,195,559
08/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.278,3.43,5.478,4.621,4.054,3.246,5.304,4.469,204,548
09/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.278,3.43,5.478,4.621,4.037,3.22,5.17,4.38,204,550
10/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.145,3.201,5.189,4.292,3.955,3.12,5.06,4.231,200,552
11/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.086,3.167,5.091,4.249,3.958,3.073,4.957,4.196,193,570
12/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.012,3.164,4.979,4.141,3.863,3.053,4.882,4.138,176,564
13/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.012,3.162,4.979,4.129,3.828,2.993,4.919,4.144,169,559
14/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.933,3.015,4.963,4.062,3.774,2.894,4.919,4.124,163,571
15/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.85,2.855,4.881,3.972,3.819,2.888,4.995,4.129,170,550
16/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.409,2.346,4.849,3.826,3.837,2.849,5.077,4.129,140,560
17/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.212,2.298,4.268,3.473,3.696,2.79,4.821,3.977,144,548
18/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.129,2.263,3.831,3.347,3.646,2.752,4.679,3.921,146,562
19/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.016,2.168,3.846,3.207,3.597,2.609,4.511,3.8,145,556
20/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.001,2.166,3.842,3.183,3.519,2.583,4.516,3.744,160,560
21/07/2017,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.053,2.166,3.901,3.22,3.624,2.694,4.55,3.818,152,565
