Date(yyyy-mm-dd),City,Country,LonCenter,LatCenter,BoundingCoordinates,Median,Q1,Q3,Mean,Baseline_Median,Baseline_Q1,Baseline_Q3,Baseline_Mean,NumGoodSamples,NumTotalSamples
15/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.183,2.355,4.16,3.44,3.837,2.849,5.077,4.129,210,560
16/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.619,2.627,4.545,3.687,3.696,2.79,4.821,3.977,237,548
17/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.857,2.832,4.824,3.876,3.646,2.752,4.679,3.921,199,553
18/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.528,2.386,4.441,3.53,3.597,2.609,4.511,3.8,203,554
19/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.354,2.371,4.312,3.449,3.519,2.583,4.516,3.744,219,570
20/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.606,2.504,4.518,3.677,3.624,2.694,4.55,3.818,204,565
21/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.616,2.596,4.58,3.772,3.594,2.668,4.445,3.745,223,560
22/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.606,2.549,4.58,3.747,3.552,2.632,4.4,3.697,212,571
23/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.562,2.554,4.577,3.727,3.577,2.702,4.46,3.752,218,550
24/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.575,2.555,4.577,3.73,3.627,2.737,4.573,3.828,217,559
25/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.354,2.507,4.312,3.561,3.619,2.72,4.527,3.799,235,550
26/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.376,2.531,4.4,3.597,3.619,2.799,4.508,3.808,232,564
27/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.184,2.486,4.311,3.483,3.538,2.713,4.501,3.751,232,558
28/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.184,2.486,4.311,3.489,3.573,2.748,4.632,3.786,246,562
29/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.185,2.486,4.312,3.514,3.487,2.617,4.454,3.673,269,564
30/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.185,2.38,4.311,3.454,3.482,2.606,4.437,3.641,289,552
31/07/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.91,2.303,3.68,3.22,3.488,2.593,4.507,3.655,262,558
01/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.858,2.306,3.649,3.192,3.402,2.564,4.294,3.545,273,543
02/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.926,2.322,3.796,3.29,3.464,2.584,4.338,3.599,238,548
03/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.83,2.062,3.551,3.083,3.404,2.584,4.209,3.569,236,550
04/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.809,1.999,3.539,3.067,3.37,2.532,4.186,3.541,258,567
05/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.808,1.977,3.497,3.01,3.345,2.495,4.199,3.534,241,561
06/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.83,2.01,3.596,3.055,3.309,2.45,4.071,3.487,260,553
07/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.83,2.007,3.596,3.054,3.246,2.418,4.044,3.407,260,563
08/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.83,2.01,3.596,3.055,3.276,2.495,4.198,3.49,280,543
09/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.839,1.872,3.649,3.1,3.276,2.495,4.235,3.509,250,553
10/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.858,1.937,3.853,3.154,3.302,2.506,4.378,3.542,237,541
11/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.904,1.937,4.119,3.248,3.324,2.542,4.38,3.541,224,556
12/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.882,1.937,4.068,3.182,3.221,2.514,4.255,3.469,209,551
13/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.787,1.872,3.961,3.108,3.213,2.501,4.265,3.487,186,555
14/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.851,2.062,4.068,3.191,3.246,2.479,4.366,3.501,167,559
15/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.746,2.067,3.961,3.13,3.251,2.482,4.319,3.492,192,547
16/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.762,2.064,4.018,3.169,3.385,2.542,4.484,3.584,181,555
17/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.688,2.05,3.689,3.001,3.362,2.527,4.486,3.584,208,542
18/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.935,2.256,3.88,3.221,3.391,2.543,4.475,3.601,183,548
19/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.935,2.256,3.789,3.07,3.455,2.551,4.536,3.652,151,549
20/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.742,2.253,3.689,2.948,3.508,2.577,4.581,3.687,146,565
21/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.672,2.178,3.44,2.853,3.597,2.629,4.736,3.785,123,561
22/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.621,2.105,3.44,2.806,3.63,2.647,4.829,3.832,144,556
23/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.607,2.105,3.433,2.76,3.551,2.583,4.712,3.75,125,566
24/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.521,2.022,3.433,2.658,3.44,2.559,4.645,3.744,136,545
25/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.452,1.913,3.364,2.588,3.387,2.517,4.581,3.701,132,557
26/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.305,1.804,3.131,2.432,3.388,2.519,4.643,3.755,125,547
27/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.28,1.778,2.935,2.34,3.524,2.588,4.773,3.875,110,562
28/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.281,1.804,2.935,2.343,3.543,2.626,4.763,3.886,114,556
29/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.298,1.804,3.029,2.385,3.551,2.662,4.903,3.973,130,558
30/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.305,1.778,3.383,2.544,3.544,2.696,4.896,3.983,126,560
31/08/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.442,1.805,3.433,2.632,3.692,2.722,4.911,4.055,151,548
01/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],2.372,1.699,3.668,2.698,3.764,2.76,4.987,4.107,124,555
02/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.443,1.893,4.247,3.237,3.685,2.782,5.009,4.134,151,541
03/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.443,1.893,4.247,3.237,3.743,2.762,5.001,4.166,151,546
04/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.507,2.363,4.411,3.46,3.764,2.814,5.082,4.202,184,551
05/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.598,2.418,4.512,3.657,3.78,2.837,5.04,4.212,211,568
06/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.715,2.68,4.528,3.771,3.788,2.857,4.993,4.182,184,561
07/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.992,3,4.62,4.086,3.721,2.84,4.956,4.149,210,555
08/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.053,3.278,4.767,4.261,3.804,2.833,4.984,4.136,199,566
09/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.036,3.278,4.767,4.261,3.87,2.915,5.011,4.193,205,546
10/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.103,3.41,4.858,4.462,3.853,2.89,5.022,4.171,196,556
11/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.18,3.457,5.134,4.473,3.887,2.918,5.059,4.171,226,545
12/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.193,3.457,5.134,4.497,3.97,2.949,5.093,4.279,222,559
13/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.18,3.457,5.134,4.49,3.93,2.924,5.052,4.235,216,554
14/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.18,3.457,5.192,4.534,3.968,2.925,5.145,4.299,226,559
15/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.201,3.488,5.277,4.645,3.739,2.901,4.969,4.161,201,559
16/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.247,3.588,5.507,4.961,3.604,2.802,4.807,4.045,226,547
17/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.303,3.588,5.667,5.103,3.739,2.828,4.745,4.031,199,555
18/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.409,3.625,5.667,5.04,3.816,2.924,4.812,4.061,226,542
19/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.543,3.679,6.106,5.313,3.755,2.868,4.753,4.045,188,543
20/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.239,3.249,5.318,4.796,3.726,2.882,4.793,4.062,198,544
21/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.239,3.249,5.673,4.856,3.657,2.847,4.885,4.1,231,562
22/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.231,3.208,5.318,4.667,3.689,2.88,4.934,4.134,204,555
23/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.231,3.224,5.277,4.659,3.782,2.85,5.241,4.296,232,548
24/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.231,3.224,5.277,4.67,3.82,2.839,5.24,4.26,226,557
25/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.213,3.249,5.225,4.61,3.897,2.908,5.356,4.36,247,537
26/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.043,3.067,5.222,4.635,3.85,2.868,5.322,4.381,217,548
27/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.124,3.224,5.182,4.572,3.801,2.805,5.222,4.267,247,535
28/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.184,3.224,5.182,4.629,3.827,2.847,5.171,4.333,236,549
29/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.071,3.224,5.043,4.513,3.788,2.955,5.131,4.303,216,546
30/09/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.124,3.224,5.119,4.507,3.916,3.014,5.261,4.441,247,551
01/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.041,3.198,4.798,4.186,4.029,3.075,5.333,4.451,222,554
02/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.071,3.222,4.966,4.269,4.238,3.201,5.635,4.658,247,542
03/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.896,3.074,4.821,4.137,4.267,3.221,5.727,4.706,220,550
04/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.964,3.224,4.815,4.178,4.35,3.302,5.792,4.801,250,539
05/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.14,3.561,5.043,4.418,4.397,3.319,5.81,4.829,209,544
06/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.362,4.792,4.158,4.366,3.382,5.757,4.841,217,546
07/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.351,4.792,4.16,4.484,3.457,5.918,4.991,251,563
08/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.966,3.351,4.749,4.132,4.459,3.419,5.87,4.944,223,556
09/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.351,4.808,4.207,4.546,3.486,6.116,5.136,248,552
10/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.966,3.343,4.815,4.232,4.598,3.589,6.159,5.176,227,562
11/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.987,3.343,4.815,4.216,4.606,3.635,6.056,5.165,248,541
12/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.964,3.099,4.815,4.191,4.662,3.674,6.21,5.252,218,555
13/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.922,3.232,4.677,4.1,4.672,3.668,6.118,5.213,248,541
14/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.945,3.332,4.749,4.159,4.845,3.723,6.304,5.343,237,555
15/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.813,3.226,4.598,4.07,4.905,3.754,6.428,5.378,217,554
16/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.922,3.332,4.724,4.261,5.11,3.958,6.648,5.632,246,559
17/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.893,3.332,4.598,4.177,4.968,3.869,6.439,5.55,221,562
18/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.78,3.181,4.539,4.102,4.867,3.799,6.385,5.504,247,551
19/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.631,3.089,4.431,4.042,4.822,3.684,6.245,5.421,217,557
20/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.589,2.949,4.431,3.95,4.823,3.633,6.314,5.388,247,545
21/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.631,2.967,4.504,4.045,4.882,3.724,6.425,5.507,206,549
22/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.57,3.023,4.368,3.955,4.915,3.84,6.381,5.417,200,550
23/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.629,3.044,4.504,4.054,4.951,3.873,6.437,5.484,230,569
24/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.571,3.028,4.371,3.96,4.888,3.876,6.177,5.35,205,561
25/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.709,3.13,4.59,4.271,4.944,3.872,6.23,5.483,230,555
26/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.64,3.13,4.584,4.294,4.91,3.901,6.136,5.489,209,564
27/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.799,3.172,4.757,4.399,4.835,3.892,6.109,5.423,230,543
28/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.799,3.13,5.497,4.58,5.002,3.988,6.218,5.58,200,558
29/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.885,3.201,5.346,4.572,4.938,3.93,6.249,5.523,229,543
30/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.062,3.262,5.491,4.689,5.084,4.007,6.714,5.715,218,555
31/10/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.885,3.252,5.199,4.432,4.979,3.96,6.607,5.641,200,551
01/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],3.975,3.267,5.479,4.746,5.098,3.998,6.699,5.7,229,554
02/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.269,3.383,5.65,4.882,5.268,4.051,7.098,5.866,203,554
03/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.278,3.424,5.65,4.908,5.584,4.238,7.346,6.145,219,543
04/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.707,3.588,6.097,5.287,5.775,4.407,7.617,6.36,189,548
05/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.499,3.545,5.878,5.124,5.676,4.339,7.598,6.259,197,535
06/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.017,3.849,6.358,5.44,6.053,4.611,7.976,6.498,169,542
07/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.869,3.849,6.102,5.412,5.953,4.557,7.901,6.515,141,545
08/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.869,3.849,6.102,5.412,5.87,4.619,7.639,6.479,141,563
09/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.502,3.765,5.822,5.054,5.691,4.521,7.217,6.152,116,555
10/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.719,3.811,5.878,5.138,5.703,4.589,7.376,6.293,141,551
11/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.651,3.726,5.645,5.081,5.933,4.706,7.837,6.532,120,563
12/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.707,3.633,5.878,5.123,6.036,4.774,7.802,6.609,141,543
13/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],4.651,3.588,6.722,5.399,6.045,4.788,7.754,6.619,112,557
14/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.204,3.915,6.676,5.515,5.905,4.733,7.48,6.476,142,543
15/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.645,4.083,6.794,5.757,5.963,4.71,7.775,6.619,131,557
16/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.3,4.072,6.645,5.312,6.019,4.82,7.707,6.665,102,554
17/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.3,4.072,6.645,5.312,6.242,4.821,7.732,6.848,102,560
18/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.3,4.001,6.645,5.305,6.215,4.794,7.755,6.888,86,562
19/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.111,3.749,6.534,5.228,6.208,4.796,7.722,6.869,111,552
20/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.616,4.155,6.676,5.515,6.227,4.852,7.773,6.891,103,560
21/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.442,4.33,6.668,5.563,6.131,4.791,7.7,6.763,131,546
22/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.442,4.33,6.676,5.574,6.167,4.825,7.79,6.895,129,550
23/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.545,4.555,6.713,5.697,6.217,4.8,7.795,6.961,169,554
24/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.835,4.651,6.954,6.098,6.334,4.839,8.107,7.099,202,573
25/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.835,4.665,6.954,6.12,6.373,4.748,8.002,7.05,177,566
26/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.996,4.839,7.398,6.583,6.312,4.875,8.241,7.309,204,557
27/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.996,4.861,7.412,6.702,6.144,4.773,8.327,7.212,183,566
28/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.996,4.861,7.412,6.701,6.2,4.775,8.9,7.412,185,544
29/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.977,4.861,7.792,7.016,6.546,4.848,9.097,7.631,155,558
30/11/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.896,4.705,7.731,6.652,6.554,4.831,9.16,7.652,184,544
01/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.896,4.705,7.731,6.652,6.667,4.818,9.534,7.765,184,556
02/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.896,4.705,7.731,6.652,6.603,4.766,9.366,7.686,184,554
03/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.896,4.65,7.7,6.584,6.473,4.742,9.16,7.54,214,557
04/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.977,4.826,7.754,6.753,6.641,4.662,9.222,7.612,189,557
05/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.774,4.472,7.636,6.429,6.669,4.68,9.456,7.714,211,545
06/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.896,4.472,7.846,6.666,6.832,4.989,9.657,7.971,183,553
07/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.896,4.472,7.846,6.666,7.094,4.955,9.797,8.007,183,539
08/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],6.206,3.929,8.254,6.928,7.237,5.201,9.863,8.123,143,542
09/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.527,3.631,7.731,6.089,7.215,5.267,9.897,8.175,119,542
10/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.539,3.667,8.05,6.617,7.256,5.283,10.031,8.193,153,560
11/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.181,3.586,6.866,5.715,6.802,4.899,9.651,7.756,126,554
12/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.528,3.633,7.846,6.235,6.965,4.932,9.964,8.087,154,548
13/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.528,3.633,7.846,6.236,6.632,4.955,9.716,7.878,152,560
14/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.622,3.929,7.989,6.54,6.686,4.958,9.456,7.77,173,540
15/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.859,3.929,9.41,7.08,6.64,5.018,9.454,7.773,144,553
16/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.526,3.929,7.846,6.442,6.457,4.961,9.31,7.748,175,539
17/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.526,3.929,7.846,6.442,6.302,4.953,9.105,7.697,175,551
18/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.508,3.844,8.378,6.491,6.523,5.041,9.51,7.841,147,547
19/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.526,3.844,8.724,6.545,6.654,5.178,9.529,7.904,161,553
20/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.764,4.161,8.818,7.101,6.558,5.086,9.352,7.842,139,554
21/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.716,4.161,8.818,7.092,6.829,5.177,9.464,7.958,140,542
22/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.716,4.161,8.818,7.092,6.698,5.133,9.332,7.913,140,549
23/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.691,4.154,7.85,6.641,6.742,5.135,9.763,8.098,163,536
24/12/2020,Lahore,Pakistan,74.3436,31.5497,[73.8436 31.0497 74.8436 32.0497],5.716,4.154,8.206,6.745,6.831,5.259,9.99,8.189,154,542
